iter	RMSE
0	0.9617350798
1	0.9335946687
2	0.9063153524
3	0.8799252389
4	0.8543793498
5	0.8296323602
6	0.8055021887
7	0.7821463315
8	0.759625122
9	0.737816736
10	0.7166205442
11	0.696160863
12	0.6763347821
13	0.6569586172
14	0.6383097215
15	0.620300323
16	0.6027623906
17	0.5858363565
18	0.5694487974
19	0.5536127795
20	0.5382999936
21	0.5234834994
22	0.5089771782
23	0.4950380545
24	0.4815082588
25	0.4683700822
26	0.4557397688
27	0.4435456328
28	0.4315665188
29	0.42008588
30	0.4090473575
31	0.3983602726
32	0.3878109517
33	0.3779054436
34	0.3683366923
35	0.3590784674
36	0.3498492724
37	0.3409403994
38	0.3322876322
39	0.3242446797
40	0.3164434715
41	0.3087916301
42	0.3012638204
43	0.2941043853
44	0.2871903827
45	0.2805009127
46	0.2740549634
47	0.2679550576
48	0.261881129
49	0.2562623982
50	0.2506550746
51	0.2455320381
52	0.2403493441
53	0.2352975691
54	0.2304512713
55	0.2259491573
56	0.2216028379
57	0.2174952821
58	0.2132730191
59	0.2094280814
60	0.2056337058
61	0.2021734657
62	0.1988053752
63	0.1954192986
64	0.192030717
65	0.1888902319
66	0.1858340089
67	0.1832033321
68	0.1804477756
69	0.1778419809
70	0.175272259
71	0.1729176772
72	0.1705350843
73	0.1683740172
74	0.1661945081
75	0.164041502
76	0.1621039192
77	0.1601152017
78	0.1582138446
79	0.1566283646
80	0.1550663218
81	0.1534104657
82	0.1518456671
83	0.1503730713
84	0.1489338048
85	0.1475423488
86	0.1461888197
87	0.1450036356
88	0.1437680863
89	0.1426208057
90	0.1414045152
91	0.1403261354
92	0.1393412328
93	0.1383839304
94	0.1375194723
95	0.136593469
96	0.1357594033
97	0.1348471354
98	0.1341650018
99	0.1334208129
100	0.1327584612
101	0.1319501662
102	0.1312770429
103	0.1306605413
104	0.1299497692
105	0.1293755399
106	0.1289539099
107	0.1284497272
108	0.1279171114
109	0.1274912062
110	0.1270888351
111	0.1265827154
112	0.1261769787
113	0.1257757803
114	0.1253315274
115	0.1249803939
116	0.1245092522
117	0.1241693101
118	0.1237511908
119	0.1233720808
120	0.1230201736
121	0.1226688081
122	0.1223768729
123	0.1220687948
124	0.1217714377
125	0.1215078256
126	0.1212787618
127	0.1210446678
128	0.120846374
129	0.120618252
130	0.1203055718
131	0.1200514246
132	0.1198938707
133	0.1196637661
134	0.1194477284
135	0.1191745553
136	0.118939607
137	0.1187040837
138	0.1185206519
139	0.118320663
140	0.1181130457
141	0.1179358508
142	0.1177889499
143	0.1175743979
144	0.117395648
145	0.1172528758
146	0.1171071954
147	0.1169444635
148	0.116782199
149	0.1166675855
150	0.1165409025
151	0.1164191023
152	0.116270102
153	0.1160888414
154	0.115969019
155	0.1158505967
156	0.1157040531
157	0.1155368685
158	0.1154265487
159	0.1153015902
160	0.1151684346
161	0.1150182764
162	0.1149152988
163	0.1148268819
164	0.1146978244
165	0.1145744428
166	0.1144604577
167	0.1142273081
168	0.1141377899
169	0.1139982812
170	0.1138579788
171	0.1137376352
172	0.1136249446
173	0.1135333584
174	0.1134532033
175	0.1133502145
176	0.1131780436
177	0.1131077899
178	0.1129877608
179	0.112812118
180	0.1127154085
181	0.1126346994
182	0.1124732547
183	0.1123634122
184	0.1121995451
185	0.1120539797
186	0.1119337548
187	0.1118493149
188	0.1117272777
189	0.1116202668
190	0.1115189697
191	0.111379503
192	0.111260135
193	0.111203277
194	0.1111216731
195	0.1109712196
196	0.1107592661
197	0.1106870413
198	0.1106171624
199	0.110511123
