iter	RMSE
0	0.9584134638
1	0.9303652876
2	0.9032221034
3	0.8769581089
4	0.8515126234
5	0.8268647872
6	0.8028207001
7	0.7795690854
8	0.757131449
9	0.7354127041
10	0.7141512566
11	0.6936951216
12	0.6739531184
13	0.654651809
14	0.6360794296
15	0.6181487584
16	0.6006746976
17	0.5838156146
18	0.5674868804
19	0.5517243289
20	0.5364785815
21	0.5217138971
22	0.5072911739
23	0.4934001959
24	0.4799494399
25	0.4668608818
26	0.4543015
27	0.4421644557
28	0.4302695913
29	0.4188340456
30	0.4078332557
31	0.3971981343
32	0.3866899046
33	0.3768309365
34	0.3673013704
35	0.3580957007
36	0.3488942032
37	0.3400799635
38	0.331445443
39	0.3234570722
40	0.3156945329
41	0.3080744083
42	0.3005546826
43	0.2934133785
44	0.2865325805
45	0.2798303603
46	0.2733970285
47	0.2672352683
48	0.2611791959
49	0.2555744226
50	0.2499569702
51	0.2448689525
52	0.2397158902
53	0.2346908009
54	0.2297872241
55	0.2252600791
56	0.2207518274
57	0.2166785567
58	0.2125123921
59	0.2086996478
60	0.2049672703
61	0.2014852193
62	0.1981317841
63	0.1948129669
64	0.1915745511
65	0.1884407885
66	0.1854047834
67	0.1827999581
68	0.1801576594
69	0.1775542946
70	0.174901262
71	0.1725827145
72	0.170206855
73	0.1680758507
74	0.1659701065
75	0.1638160328
76	0.1619036673
77	0.1598948834
78	0.1579523405
79	0.1563614581
80	0.1549659984
81	0.1532943435
82	0.1516053785
83	0.1500456507
84	0.1486519972
85	0.1472254611
86	0.1458099273
87	0.1446519514
88	0.1435159056
89	0.1423443654
90	0.1412799124
91	0.140275213
92	0.1392107113
93	0.1382561929
94	0.1373792961
95	0.1364452693
96	0.1354624489
97	0.1346097738
98	0.1338258505
99	0.133076473
100	0.132324778
101	0.1315895333
102	0.1310225576
103	0.1304336628
104	0.1297463624
105	0.1292682056
106	0.1286921305
107	0.1281674728
108	0.1275452163
109	0.1271612322
110	0.1266899641
111	0.1261438328
112	0.1256684217
113	0.1251664703
114	0.1247086935
115	0.1243482074
116	0.1240966644
117	0.1237386853
118	0.1233989286
119	0.1230521009
120	0.1227304482
121	0.1223458597
122	0.1220398899
123	0.121719368
124	0.1214329288
125	0.1211268734
126	0.1208110965
127	0.1204694574
128	0.1202295312
129	0.1199979066
130	0.1197355698
131	0.1195440011
132	0.119272474
133	0.1190147432
134	0.1188015507
135	0.1185433599
136	0.1183245534
137	0.1181445136
138	0.1179282022
139	0.1177709174
140	0.1175707755
141	0.1174363944
142	0.1172595225
143	0.1171230383
144	0.1169667723
145	0.1168161089
146	0.1166750758
147	0.1164913629
148	0.1163067469
149	0.1161177619
150	0.1160246443
151	0.1158665521
152	0.1157591846
153	0.1156075783
154	0.1154314713
155	0.1152459692
156	0.1150257909
157	0.1149070766
158	0.1147259657
159	0.1145751872
160	0.1144423443
161	0.1143245038
162	0.1142260155
163	0.1140626456
164	0.1139056309
165	0.1136867894
166	0.113584468
167	0.1133920819
168	0.113295693
169	0.1131704467
170	0.1129771824
171	0.1128690719
172	0.112753833
173	0.1126487298
174	0.1125567502
175	0.1124539599
176	0.112284359
177	0.1121757837
178	0.1120770895
179	0.1119979477
180	0.1118923851
181	0.1118043837
182	0.1116927576
183	0.1115938465
184	0.1114784272
185	0.1113861462
186	0.1112624142
187	0.1111778989
188	0.1110735374
189	0.1110070131
190	0.1107855323
191	0.1106105119
192	0.1105355382
193	0.1104624141
194	0.1103477309
195	0.1102412378
196	0.1101380878
197	0.1099827757
198	0.1098889659
199	0.1097979315
