iter	RMSE
0	0.9540525297
1	0.9261395209
2	0.8990736013
3	0.8728857084
4	0.8475303638
5	0.8229751951
6	0.7990203606
7	0.77584448
8	0.7534962612
9	0.7318493857
10	0.710792024
11	0.6904896297
12	0.6708073253
13	0.651608227
14	0.6331464454
15	0.6152749509
16	0.5978657451
17	0.5810714402
18	0.5647920217
19	0.549077449
20	0.533874075
21	0.5191623592
22	0.5047664571
23	0.4909088414
24	0.4774769706
25	0.4644234434
26	0.4519123967
27	0.4397940636
28	0.4279292381
29	0.416537149
30	0.4055905518
31	0.3949842021
32	0.3845563833
33	0.3747142222
34	0.3652186835
35	0.3560339558
36	0.3468899829
37	0.3380686345
38	0.329505187
39	0.3215181378
40	0.313783031
41	0.3061637522
42	0.2987573258
43	0.2915876713
44	0.284743532
45	0.278126127
46	0.2717473305
47	0.26566033
48	0.2596051896
49	0.2540473119
50	0.2484625775
51	0.2433582611
52	0.2382531975
53	0.2332513868
54	0.2284075206
55	0.2239984371
56	0.2196594785
57	0.2155902152
58	0.2114508047
59	0.2076134885
60	0.2037814467
61	0.20035392
62	0.1969933378
63	0.1936115708
64	0.1904081104
65	0.1873039272
66	0.1842651006
67	0.1816575854
68	0.1789211967
69	0.1762007623
70	0.1736181769
71	0.1713217579
72	0.1689628328
73	0.1667927809
74	0.1647199212
75	0.1625651225
76	0.1607332436
77	0.1588156504
78	0.1570413414
79	0.1554472658
80	0.1539222966
81	0.1522773514
82	0.1506870617
83	0.1492319865
84	0.1477775268
85	0.1464786973
86	0.1450755923
87	0.1438196658
88	0.1426433111
89	0.1415291871
90	0.140369674
91	0.1394451655
92	0.1385851724
93	0.1376806494
94	0.1368563031
95	0.1359280338
96	0.1350426319
97	0.1341718035
98	0.133489631
99	0.1327036767
100	0.1321111253
101	0.1314251343
102	0.1307418942
103	0.1301187184
104	0.1294065135
105	0.1288715417
106	0.1283728973
107	0.1278182148
108	0.1272977662
109	0.1268452329
110	0.1264397638
111	0.1258830648
112	0.1254090293
113	0.1249279702
114	0.1245121087
115	0.1241873551
116	0.1237543687
117	0.1233781474
118	0.1229651773
119	0.1225919946
120	0.1222261116
121	0.1219071744
122	0.1215716021
123	0.1211995597
124	0.1209152056
125	0.1206217677
126	0.1203706221
127	0.1200953627
128	0.1198705545
129	0.1196074492
130	0.1193758478
131	0.1191215175
132	0.1189365326
133	0.11873282
134	0.1184874835
135	0.1182543725
136	0.1180000768
137	0.1177379535
138	0.1175257338
139	0.1172674404
140	0.1170738285
141	0.1168629661
142	0.1166799786
143	0.1165007319
144	0.1163010936
145	0.1161544946
146	0.1160102138
147	0.1157954513
148	0.115659486
149	0.1154949652
150	0.1153322325
151	0.1151802844
152	0.1150145162
153	0.1148425258
154	0.1146687022
155	0.1145555172
156	0.1144241154
157	0.114313361
158	0.1142033254
159	0.1140767906
160	0.1139170518
161	0.1137576644
162	0.1135611359
163	0.1134618471
164	0.1133217289
165	0.1132106455
166	0.1131078386
167	0.1130136515
168	0.1129317566
169	0.1128305406
170	0.1126951961
171	0.1125876755
172	0.1124602831
173	0.1123612193
174	0.1122003584
175	0.1119816412
176	0.1118622932
177	0.1117641918
178	0.1115607812
179	0.1114078121
180	0.1113338535
181	0.1112352909
182	0.1111377454
183	0.1110795401
184	0.110999641
185	0.1108906058
186	0.1108310857
187	0.1107018129
188	0.1105905815
189	0.1104826618
190	0.1103968031
191	0.1103039134
192	0.1102068445
193	0.1101401768
194	0.1100443194
195	0.1099902819
196	0.1098938295
197	0.1097900729
198	0.1096874954
199	0.1095986996
