iter	RMSE
0	0.9617279551
1	0.9335521788
2	0.9062541359
3	0.8798377995
4	0.854250411
5	0.8294582027
6	0.8052988997
7	0.7819220366
8	0.7593695003
9	0.7375255383
10	0.7162610733
11	0.6957656767
12	0.6758940444
13	0.656487336
14	0.6378486883
15	0.6198018873
16	0.6022330234
17	0.5852829783
18	0.5688346241
19	0.5529428683
20	0.5375849782
21	0.5227196114
22	0.5081254191
23	0.4941385403
24	0.4805880591
25	0.46739734
26	0.4547237802
27	0.4424991466
28	0.4305058051
29	0.4189930008
30	0.4079096673
31	0.3971625094
32	0.3865938916
33	0.3766380852
34	0.3670175742
35	0.3577074539
36	0.3484254749
37	0.3396508527
38	0.3309797986
39	0.3228941276
40	0.3150642565
41	0.3073476177
42	0.2997874704
43	0.2925792427
44	0.2856264828
45	0.2788997642
46	0.2724222056
47	0.2662225002
48	0.2601292479
49	0.2544741994
50	0.2488670161
51	0.2436990844
52	0.2385007918
53	0.2334492252
54	0.2285216729
55	0.2240386748
56	0.219670545
57	0.215528986
58	0.2112013827
59	0.2073239009
60	0.2035076945
61	0.2000139559
62	0.196617742
63	0.1931811377
64	0.1899238725
65	0.1867623058
66	0.1836942305
67	0.1810258191
68	0.1782115447
69	0.1754871291
70	0.1728809544
71	0.170535169
72	0.1681637785
73	0.1660325172
74	0.1638561078
75	0.1616993237
76	0.1598471358
77	0.1578399621
78	0.1560423025
79	0.1544362357
80	0.1529141829
81	0.1513945733
82	0.1498203594
83	0.1484139123
84	0.1469514498
85	0.1455653457
86	0.1441535163
87	0.1429636395
88	0.1417178709
89	0.1405587857
90	0.1393503638
91	0.1382555228
92	0.1373038505
93	0.136382141
94	0.1354880057
95	0.134540456
96	0.1336704616
97	0.1328130695
98	0.1321244844
99	0.1313208195
100	0.1306182662
101	0.129829057
102	0.1291479829
103	0.1285143528
104	0.1278294462
105	0.1272343689
106	0.1267408001
107	0.1262158838
108	0.1256807032
109	0.1252651935
110	0.1248522817
111	0.1243712576
112	0.1238828188
113	0.1234735303
114	0.1230637812
115	0.1227149428
116	0.1222333334
117	0.1218526908
118	0.1214373479
119	0.121055811
120	0.1206590227
121	0.1203271545
122	0.1200460126
123	0.1196838949
124	0.1193718329
125	0.1190955399
126	0.1188512912
127	0.1185769402
128	0.1183668363
129	0.1181294616
130	0.1179139336
131	0.1176627821
132	0.1174480446
133	0.1172490732
134	0.1169948517
135	0.1166886647
136	0.1164167099
137	0.1161706508
138	0.1159457746
139	0.1157327384
140	0.1155525381
141	0.1154169776
142	0.1151111754
143	0.1148907069
144	0.1146846696
145	0.1145448051
146	0.1143629282
147	0.1141746405
148	0.1139990649
149	0.1138169919
150	0.1135995815
151	0.1134203872
152	0.1132900282
153	0.1130778361
154	0.1129587611
155	0.1128061412
156	0.1126566854
157	0.1125434201
158	0.1123503062
159	0.1122667079
160	0.1121711809
161	0.112038272
162	0.1118544159
163	0.1117572863
164	0.111632324
165	0.1115034388
166	0.1114083873
167	0.1112173166
168	0.1110677529
169	0.1109454255
170	0.1107762178
171	0.1106724808
172	0.1105337413
173	0.1104088576
174	0.1103136334
175	0.1101583159
176	0.1100069438
177	0.1098931482
178	0.1096074348
179	0.1094623082
180	0.109368912
181	0.1092763755
182	0.1091538834
183	0.1090261766
184	0.108893189
185	0.1087249422
186	0.1086194489
187	0.1084414089
188	0.1083424969
189	0.1082283728
190	0.1081271048
191	0.1080098602
192	0.107816054
193	0.107662328
194	0.1075448131
195	0.1074926523
196	0.107417368
197	0.1073370579
198	0.1072021751
199	0.1071439026
